EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1172626,ST. LOUIS CO.,ALLENTON,04/18/2024,1630,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190693,C,189,LSX,0,0,NWS Storm Survey, ,0.49,10,3,S,3,SSE,ALLENTON,04/18/2024,1631,38.464,-90.665,38.463,-90.657,"The tornado touched down in a subdivision southwest of Eureka in rural St. Louis County where it caused minor tree damage.","During the afternoon and evening of April 18, 2024, discrete supercell thunderstorms developed along a cold front moving through the bi-state area. These storms were initially capable of producing large hail and damaging wind gusts, but became tornadic as additional thunderstorms formed along the front. Due to the additional thunderstorms, storms congealed into a QLCS that impacted the St. Louis metro area. The QLCS was responsible for a tornado and straight line wind damage in this area. Fortunately, no injuries or fatalities were reported with these thunderstorms.",129
1172632,JEFFERSON CO.,HOENE SPG,04/18/2024,1631,Tornado, ,EF1,0,0,100000,0,MO,CST-6, ,190693,C,99,LSX,0,0,NWS Storm Survey, ,7.29,40,2,WNW,1,SSE,HIGH RIDGE,04/18/2024,1639,38.463,-90.657,38.456,-90.523,"The tornado touched down in a subdivision southwest of Eureka in rural St. Louis County where it caused minor tree damage.  The tornado moved east across the Meramec River into Jefferson County where it damaged two large metal outbuildings and snapped wooden electrical poles on Twin River Rd Between the Meramec and Big Rivers.  The tornado continued to the east where it caused tree damage before lifting southeast of High Ridge.","During the afternoon and evening of April 18, 2024, discrete supercell thunderstorms developed along a cold front moving through the bi-state area. These storms were initially capable of producing large hail and damaging wind gusts, but became tornadic as additional thunderstorms formed along the front. Due to the additional thunderstorms, storms congealed into a QLCS that impacted the St. Louis metro area. The QLCS was responsible for a tornado and straight line wind damage in this area. Fortunately, no injuries or fatalities were reported with these thunderstorms.",130
1175726,VERNON CO.,METZ,04/26/2024,1707,Tornado, ,EF1,0,0,40000,0,MO,CST-6, ,190944,C,217,SGF,0,0,NWS Storm Survey, ,3.42,95,3,WSW,1,NNW,METZ,04/26/2024,1713,37.99,-94.51,38.02,-94.46,"A NWS storm survey determined that an EF-1 tornado occurred 3 miles ENE of Stotesbury in Vernon County, MO. The path length was 3.4 miles with a width of 95 yards. Maximum wind speeds of 95 mph destroyed two outbuildings and caused a number of trees to be either uprooted or have large limbs snapped.","Flooding of small creeks and streams and major flooding along the Marmaton and Little Osage River basins occurred thanks to heavy rainfall. From 2 to 4 inches of rainfall on already saturated ground from previous rainfall in the 25th. Isolated severe storms produced brief tornadoes in Vernon and St. Clair Counties.",131
1178341,HOLT CO.,MAITLAND KNGLWOOD AR,04/26/2024,1714,Tornado, ,EFU,0,0,0,0,MO,CST-6, ,190474,C,87,EAX,0,0,Fire Department/Rescue, ,0.01,1,2,NE,2,NE,MAITLAND KNGLWOOD AR,04/26/2024,1714,40.2497,-95.0817,40.2497,-95.0817,"A very brief tornado was reported just north of Maitland. No damage was reported, so officially goes down as an EF unknown with no path length or path width.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",132
1170921,BATES CO.,PLEASANT GAP,04/26/2024,1736,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190474,C,13,EAX,0,0,NWS Storm Survey, ,0.85,50,3,ESE,3,ESE,PLEASANT GAP,04/26/2024,1741,38.1592,-94.1396,38.1586,-94.1241,"Storm survey found evidence of a brief, 0.8 mile EF-0 tornado in Bates County just southeast of the community of Pleasant Gap.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",133
1170922,BATES CO.,PLEASANT GAP,04/26/2024,1747,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190474,C,13,EAX,0,0,NWS Storm Survey, ,1.13,50,5,ESE,5,E,PLEASANT GAP,04/26/2024,1752,38.1655,-94.0981,38.1733,-94.0797,"Storm survey found evidence of a brief, 1.2 mile EF-0 tornado in Bates County just WSW of Appleton City Lake.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",134
1175748,ST. CLAIR CO.,APPLETON CITY,04/26/2024,1756,Tornado, ,EF0,0,0,20000,0,MO,CST-6, ,190944,C,185,SGF,0,0,NWS Storm Survey, ,0.17,50,1,WSW,1,WSW,APPLETON CITY,04/26/2024,1757,38.1911,-94.0508,38.192,-94.0479,"An NWS storm survey determined that a tornado briefly touched down Friday evening on Highway 52 at the Bates and St Clair county line, downing trees and power lines.","Flooding of small creeks and streams and major flooding along the Marmaton and Little Osage River basins occurred thanks to heavy rainfall. From 2 to 4 inches of rainfall on already saturated ground from previous rainfall in the 25th. Isolated severe storms produced brief tornadoes in Vernon and St. Clair Counties.",135
1178342,WORTH CO.,IRENA,04/26/2024,1823,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190474,C,227,EAX,0,0,NWS Storm Survey, ,1.16,50,1,NNW,2,NNE,IRENA,04/26/2024,1825,40.5585,-94.4058,40.5716,-94.3921,"NWS Des Moines storm survey found evidence of a EF-0 tornado beginning just northwest of Irena, tracking to the north northeast before crossing the Iowa border near US 169 and continuing into WFO Des Moines' area.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",136
1177100,HENRY CO.,CLINTON MEM ARPT,04/26/2024,1834,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190474,C,83,EAX,0,0,NWS Storm Survey, ,0.42,30,2,W,2,W,CLINTON MEM ARPT,04/26/2024,1835,38.3501,-93.7172,38.3515,-93.714,"Storm survey found evidence of a brief, 0.3 mile long EF-0 tornado on the east side of Clinton.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",137
1177101,HENRY CO.,CLINTON MEM ARPT,04/26/2024,1836,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190474,C,83,EAX,0,0,NWS Storm Survey, ,0.73,50,1,NNW,1,N,CLINTON MEM ARPT,04/26/2024,1837,38.3643,-93.6908,38.3665,-93.6777,"Storm survey found evidence of a second brief, 0.75 mile long EF-0 tornado on the east side of Clinton near the airport.","On the afternoon hours of April 26th, supercells produced 4 brief EF-0 tornadoes in Bates and Henry Counties.",138
1177108,GENTRY CO.,GENTRY,04/27/2024,1512,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,191200,C,75,EAX,0,0,NWS Storm Survey, ,11.64,250,2,S,3,ESE,SILOAM CITY,04/27/2024,1526,40.2953,-94.4246,40.3534,-94.2171,"This EF1 tornado began near or just west of U.S. Highway 169 south of Gentry, where a tractor trailer was blown over. Little damage was observed as the tornado moved northeast to 558 Road. A residence at this location featured roof damage to the home, damage to multiple grain bins, and complete destruction of a small barn. Multiple tree limbs were downed in the area, and debris from inside the barn was strewn around the property. The tornado continued northeast from this location, but little damaged was observed beyond this point. The end point is estimated based on spotter reports of the tornado crossing into Harrison County before lifting, though it is possible the tornado ended before this.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",139
1178328,GRUNDY CO.,SPICKARD,04/27/2024,1558,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,191200,C,79,EAX,0,0,NWS Storm Survey, ,2.62,75,2,SE,2,ENE,SPICKARD,04/27/2024,1603,40.2269,-93.5739,40.2642,-93.5653,"A weak EF0 tornado began southeast of Spickard east of 7th Avenue, producing sporadic and intermittent tree damage along its path. The tornado tracked north-northeast across Hwy B and County Line Road into Mercer County before dissipating north of Jasper Road.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",140
1178330,MERCER CO.,MILL GROVE,04/27/2024,1603,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,191200,C,129,EAX,0,0,NWS Storm Survey, ,1.34,75,4,SSE,3,SE,MILL GROVE,04/27/2024,1607,40.265,-93.5645,40.2842,-93.5611,"A weak EF0 tornado began southeast of Spickard east of 7th Avenue, producing sporadic and intermittent tree damage along its path. The tornado tracked north-northeast across Hwy B and County Line Road into Mercer County before dissipating north of Jasper Road.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",141
1177349,LINN CO.,BROOKFIELD APRT,04/27/2024,1737,Tornado, ,EFU,0,0,0,0,MO,CST-6, ,191200,C,115,EAX,0,0,Trained Spotter, ,0.06,5,1,N,1,N,BROOKFIELD APRT,04/27/2024,1737,39.7783,-93.1212,39.7783,-93.1212,"Trained spotter reported a very brief tornado west of Brookfield that coincided with an area of rotation on radar. No damage was found, so rated as a no track EF unknown tornado.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",142
1177114,BATES CO.,BUTLER,04/27/2024,1923,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,191200,C,13,EAX,0,0,NWS Storm Survey, ,2.55,150,3,SSE,4,ESE,BUTLER,04/27/2024,1926,38.2161,-94.3123,38.2215,-94.2657,"This tornado began just east of Route YY and just south of State Highway 52 southeast of Butler in Bates County, where minor tree damage was observed. The tornado strengthened as it moved east-northeast toward SH 52, snapping or uprooting several trees at a residence just south of the highway. The fallen trees were in a variety of directions, confirming the presence of a tornado. The tornado continued along the highway east past Route N, where power poles were damaged and additional minor tree damage was observed. The last signs of damage were just east of Route N, where small limbs were downed at a residence.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",143
1177106,BATES CO.,ALTONA,04/27/2024,1930,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,191200,C,13,EAX,0,0,NWS Storm Survey, ,9.85,250,3,S,4,NE,MAYESBURG,04/27/2024,1945,38.36,-94.222,38.4322,-94.065,"NWS Storm Survey confirmed a relatively long-track QLCS EF-1 tornado. This EF1 tornado began just south of Route 18 east of Passaic. Some of the worst damage of the tornado affected a farm property, where one outbuilding collapsed, another had a garage door blown off, and multiple trees were damaged or uprooted. Large debris from the damaged property was blown well northeast, in some cases over 100 yards. The tornado tracked northeast, damaging a grove of trees to the south of SH 18 and producing minor damage to an outbuilding and mobile home on the north side of the highway. The tornado then tracked northeast to Route T, producing sporadic tree damage and some minor property damage. The damage track continues east-northeast along County Road 13004, with continued sporadic tree damage. One of the larger trees fell onto a residence, damaging the property as well as to power lines. Intermittent tree damage continues northeast to Route BB and County Road 13003, with more significant tree damage eastward along Sunset Drive just west of the Henry County line. Damage becomes more intermittent eastward into Henry County, with no damage observed a half mile past the county line. However, much of this area north of 400 Road in Henry County is inaccessible, so it is possible the tornado continued a short distance longer to the north or northeast of the end of the track.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",144
1177107,HENRY CO.,LUCAS,04/27/2024,1945,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,191200,C,83,EAX,0,0,NWS Storm Survey, ,0.29,250,2,WNW,2,WNW,LUCAS,04/27/2024,1946,38.4321,-94.065,38.4338,-94.06,"NWS Storm Survey confirmed a relatively long-track QLCS EF-1 tornado. This EF1 tornado began just south of Route 18 east of Passaic. Some of the worst damage of the tornado affected a farm property, where one outbuilding collapsed, another had a garage door blown off, and multiple trees were damaged or uprooted. Large debris from the damaged property was blown well northeast, in some cases over 100 yards. The tornado tracked northeast, damaging a grove of trees to the south of SH 18 and producing minor damage to an outbuilding and mobile home on the north side of the highway. The tornado then tracked northeast to Route T, producing sporadic tree damage and some minor property damage. The damage track continues east-northeast along County Road 13004, with continued sporadic tree damage. One of the larger trees fell onto a residence, damaging the property as well as to power lines. Intermittent tree damage continues northeast to Route BB and County Road 13003, with more significant tree damage eastward along Sunset Drive just west of the Henry County line. Damage becomes more intermittent eastward into Henry County, with no damage observed a half mile past the county line. However, much of this area north of 400 Road in Henry County is inaccessible, so it is possible the tornado continued a short distance longer to the north or northeast of the end of the track.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",145
1178326,HENRY CO.,PIPER,04/27/2024,1945,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,191200,C,83,EAX,0,0,NWS Storm Survey, ,2.36,150,2,S,3,ESE,PIPER,04/27/2024,1948,38.3271,-94.0166,38.3308,-93.9733,"A brief EF0 tornado occurred north of Montrose from the same mesovortex that produced the tornado just southeast of Butler. The first signs of damage occurred just west of Route K, where a farm building had metal roofing damage, and small trees were downed. A larger tree was split just east of Route K, with other minor limbs downed in the area. The tornado moved through generally inaccessible property before reaching Route RA between County Roads 250 and 320, where multiple trees suffered damage. No damage was noted farther west or east of this path. Given that the tree damage was in a variety of directions, the damage confirms the presence of a brief tornado. The office also received spotter video of a power flash in this general area, with a strong indication of rotation on radar.","On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.",146
1175409,MORGAN CO.,FLORENCE,04/27/2024,2129,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,190945,C,141,SGF,0,0,Emergency Manager, ,3.51,50,4,SW,1,W,FLORENCE,04/27/2024,2136,38.54,-93.04,38.58,-93,"A NWS storm survey determined that an EF-0 tornado traveled along Ehlers and Butterfield Trail Road to just southwest of Florence uprooting multiple trees and damaging limbs. Along the tornadoes three and an half mile track it had maximum sustained winds of 75 mph with a width of 50 yards.","Thunderstorms produced yet additional heavy rainfall and flooding. A severe storm moved across Morgan County producing a brief EF-0 tornado. Additional wind damage occurred prior to the tornado in Vernon and Benton counties.",147
1172720,MONITEAU CO.,TIPTON,04/27/2024,2159,Tornado, ,EF1,0,0,200000,0,MO,CST-6, ,190709,C,135,LSX,0,0,NWS Storm Survey, ,1.7,30,2,ENE,2,W,CLARKSBURG,04/27/2024,2200,38.669,-92.743,38.675,-92.713,"A tornado touched down along Alexander Road just east of intersection with Hays Road at 10:59 pm (northeast of Tipton, MO) snapping off several power poles. It tracked to the east snapping off several large trees, destroying an unoccupied mobile home, and causing minor roof damage to an outbuilding. Then the tornado veered, tracking to the northeast and causing damage to an open sided outbuilding after crossing over Cross Lane Road. The tornado soon lifted and dissipated just south of Old Twelve Highway. Overall, the tornado was rated EF1 with a path length of 1.70 miles and a max path width of 30 yards. No deaths or injuries were reported.","A line of thunderstorms entered central and northeast Missouri overnight on April 27th, causing isolated bouts of wind damage and a single tornado before de-intensifying within a few hours of arrival.",148
1175641,STONE CO.,UNION CITY,04/28/2024,1920,Tornado, ,EF0,0,0,10000,0,MO,CST-6, ,190947,C,209,SGF,0,0,NWS Storm Survey, ,0.41,100,1,S,1,SSE,UNION CITY,04/28/2024,1922,36.9646,-93.4721,36.9682,-93.4662,"A NWS storm survey determined that a brief, weak EF-0 tornado occurred in northern Stone County 3 miles NNE of Hurley near E Silver Lake Rd and K Highway. The path length was 0.41 miles and 100 yards wide. Maximum wind speeds of 80 mph caused trees to uproot and damage to a small barn.","Another round of thunderstorms produced additional heavy rainfall and flooding. A severe storm moved across northern Stone County producing a brief EF-0 tornado. Additional wind damage occurred across Cedar and Dade counties.",149
1167379,JASPER CO.,(JLN)JOPLIN MUNI ARP,05/02/2024,1240,Tornado, ,EF1,0,0,30000,0,MO,CST-6, ,189886,C,97,SGF,0,0,NWS Storm Survey, ,0.77,100,1,WNW,1,NW,(JLN)JOPLIN MUNI ARP,05/02/2024,1242,37.1546,-94.5204,37.16,-94.51,"NWS survey confirmed an EF-1 tornado with maximum wind speeds of 90 mph uprooted and or damaged numerous trees, including one that caused significant damage to a home as it fell. Four additional homes had roof and or siding damage.","Storms developed along a cold front, with rotation developing in Jasper County near Joplin. Areas of rotation continued to track through Jasper and Barton counties, with a confirmed tornado in Jasper County near Carl Junction.",150
1166219,PLATTE CO.,HOOVER,05/06/2024,2159,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,189681,C,165,EAX,0,0,NWS Storm Survey, ,5.99,50,1,NE,3,E,RIDGELY,05/06/2024,2206,39.3769,-94.6713,39.4444,-94.6009,"NWS storm survey confirmed a 6 mile long EF-0 tornado that began near the community of Hoover in northeastern Platte County, moving to the northeast and ending on the Platte/Clay County line about two thirds of a mile south of the intersection of County Line Road and Ridgely Road. Peak wind gusts of 80 mph were estimated based upon damage indicators. Most damage was tree damage.","In the late evening hours of May 6th and early morning hours of May 7th, several severe linear features moved through Missouri from west to east. These produced widespread 60 mph straight line wind damage with numerous embedded QLCS mesovortices and a few confirmed QLCS tornadoes.",151
1166220,JACKSON CO.,BLUE SPGS,05/06/2024,2226,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,189681,C,95,EAX,0,0,NWS Storm Survey, ,5.83,50,4,S,1,N,GRAIN VLY,05/06/2024,2235,38.9674,-94.2673,39.0345,-94.2016,"NWS storm survey confirmed a 5.5 mile long EF-1 tornado associated with a QLCS that began near the intersection of Missouri 7 Highway and Wyatt Road in south Blue Springs where it destroyed a small gazebo in a residential area. The tornado then continued to the northeast, where it damaged several commercial buildings on SW Eagles Parkway in Grain Valley. The tornado then crossed Interstate 70 in Grain Valley, where it blew over a semi truck and flipped two RV trailers from an RV dealership into a ditch. The damage path ended just north of Interstate 70 in Grain Valley. Estimated wind speeds were as high as 100 mph.","In the late evening hours of May 6th and early morning hours of May 7th, several severe linear features moved through Missouri from west to east. These produced widespread 60 mph straight line wind damage with numerous embedded QLCS mesovortices and a few confirmed QLCS tornadoes.",152
1167423,JASPER CO.,JOPLIN,05/06/2024,2229,Tornado, ,EF1,0,0,160000,0,MO,CST-6, ,189892,C,97,SGF,0,0,NWS Storm Survey, ,4.49,100,1,SSE,2,NW,DUENWEG,05/06/2024,2234,37.06,-94.51,37.1,-94.44,"NWS storm survey found a EF-1 tornado with an intermittent damage path across the  southeast and east side of Joplin into Duquesne. Maximum winds were estimated at 95 mph. Numerous tree limb damage and uprooted trees along with powerline damage were reported.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",153
1167418,JASPER CO.,MORGAN HGTS,05/06/2024,2238,Tornado, ,EF1,0,0,50000,0,MO,CST-6, ,189892,C,97,SGF,0,0,NWS Storm Survey, ,2.03,100,2,SW,0,N,MORGAN HGTS,05/06/2024,2239,37.155,-94.3751,37.17,-94.35,"NWS storm survey found an EF-1 tornado path just west of Carthage. Maximum winds were estimated at 95 mph. Trees were uprooted, powerlines were snapped, and several roofs were damaged.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",154
1172685,DADE CO.,HULSTAN,05/06/2024,2312,Tornado, ,EF0,0,0,10000,0,MO,CST-6, ,189892,C,57,SGF,0,0,NWS Storm Survey, ,0.44,200,1,SW,1,SSW,HULSTAN,05/06/2024,2314,37.437,-93.761,37.44,-93.754,"NWS storm survey team determined that a brief EF-0 tornado touched down near E Dade 96. Maximum wind speeds of 80 mph caused several trees to be uprooted.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",155
1167436,ST. CLAIR CO.,LOWRY CITY,05/06/2024,2321,Tornado, ,EF0,0,0,5000,0,MO,CST-6, ,189892,C,185,SGF,0,0,NWS Storm Survey, ,1,100,3,SSW,3,WSW,DAMASCUS,05/06/2024,2325,38.1025,-93.7422,38.1074,-93.7252,"A NWS storm survey determined a short lived EF-0 tornado touched down in this location. Maximum winds of 70-75 mph caused trees to be down in multiple directions. The storm continued to produce non-tornadic wind damage as it moved east of Highway 13.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",156
1172695,GREENE CO.,CAVE SPG,05/06/2024,2333,Tornado, ,EF0,0,1,67000,0,MO,CST-6, ,189892,C,77,SGF,0,0,NWS Storm Survey, ,14.02,150,2,S,5,N,HICKORY BARREN,05/06/2024,2349,37.3217,-93.465,37.419,-93.241,"A NWS storm survey team determined that an EF-0 tornado with maximum wind speeds of 80 mph touched down in Greene County and continued tracking northeast. The tornado both uprooted trees and downed large limbs out of numerous other trees, and damaged or destroyed several outbuildings along an intermittent path extending from Greene Hills Country Club northwest of Willard across northern Greene County before reaching the Greene/Polk County line. Two homes were damaged by falling trees, with one injury reported in one of these homes. The tornado continued to track into Polk and Dallas counties.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",157
1188178,JACKSON CO.,LEVASY,05/06/2024,2339,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,189681,C,95,EAX,0,0,NWS Storm Survey, ,1.48,50,4,S,3,SSE,LEVASY,05/06/2024,2340,39.0772,-94.1199,39.095,-94.1045,"An EF0 tornado developed from the same mesovortex that produced the Grain Valley tornado a few minutes later. The tornado began north of Oak Grove, damaging trees at several farm residences along Hudnall Road and Doris Neer Road in far eastern Jackson County. The tornado moved northeast in northwestern Lafayette County, uprooting a tree along Old Santa Fe Trail and damaging several others northeast to State Highway 24. Utility wires were damaged by the tornado along the highway as well. The tornado then moved northeast, crossing Chestnut Street south of Napoleon. An outbuilding was damaged, and several trees were downed or snapped near their tops along this stretch. The tornado appears to have dissipated as it approached Napoleon, with only minor damage to tree limbs observed south of State Highway 224.","In the late evening hours of May 6th and early morning hours of May 7th, several severe linear features moved through Missouri from west to east. These produced widespread 60 mph straight line wind damage with numerous embedded QLCS mesovortices and a few confirmed QLCS tornadoes.",158
1188179,LAFAYETTE CO.,NAPOLEON,05/06/2024,2340,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,189681,C,107,EAX,0,0,NWS Storm Survey, ,2.95,50,3,SW,0,SW,NAPOLEON,05/06/2024,2345,39.0943,-94.1041,39.1289,-94.072,"An EF0 tornado developed from the same mesovortex that produced the Grain Valley tornado a few minutes later. The tornado began north of Oak Grove, damaging trees at several farm residences along Hudnall Road and Doris Neer Road in far eastern Jackson County. The tornado moved northeast in northwestern Lafayette County, uprooting a tree along Old Santa Fe Trail and damaging several others northeast to State Highway 24. Utility wires were damaged by the tornado along the highway as well. The tornado then moved northeast, crossing Chestnut Street south of Napoleon. An outbuilding was damaged, and several trees were downed or snapped near their tops along this stretch. The tornado appears to have dissipated as it approached Napoleon, with only minor damage to tree limbs observed south of State Highway 224.","In the late evening hours of May 6th and early morning hours of May 7th, several severe linear features moved through Missouri from west to east. These produced widespread 60 mph straight line wind damage with numerous embedded QLCS mesovortices and a few confirmed QLCS tornadoes.",159
1172697,POLK CO.,TIN TOWN,05/06/2024,2349,Tornado, ,EF0,0,0,3000,0,MO,CST-6, ,189892,C,167,SGF,0,0,NWS Storm Survey, ,3.7,150,3,SW,1,ESE,TIN TOWN,05/06/2024,2353,37.419,-93.241,37.445,-93.182,"This is a continuation of an EF-0 tornado that touched down in Greene County. Once the tornado crossed into Polk County, it continued it's intermittent path northeast, intermittently uprooting trees and causing limb damage for 3.7 miles before crossing into Dallas County.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",160
1172699,DALLAS CO.,OLIVE,05/06/2024,2353,Tornado, ,EF0,0,0,3000,0,MO,CST-6, ,189892,C,59,SGF,0,0,NWS Storm Survey, ,0.97,150,2,W,1,W,OLIVE,05/06/2024,2355,37.445,-93.182,37.4515,-93.1663,"This is a continuation of an EF-0 tornado that touched down in Greene County and intermittently tracked northeast into Polk and Dallas counties. Once the tornado crossed into Dallas County, it continued for 0.97 miles, uprooting trees and snapping large limbs, before dissipating.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",161
1188181,PETTIS CO.,LAMONTE,05/07/2024,51,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,189681,C,159,EAX,0,0,NWS Storm Survey, ,9.74,75,1,E,2,NNE,BEAMAN,05/07/2024,105,38.73,-93.3,38.78,-93.13,"An embedded circulation within a line of severe storms moving across the region resulted in an EF-1 tornado beginning northwest of Sedalia and continuing for 9.9 miles to the northeast. The tornado began shortly before 1 AM and lasted about 15 minutes.","In the late evening hours of May 6th and early morning hours of May 7th, several severe linear features moved through Missouri from west to east. These produced widespread 60 mph straight line wind damage with numerous embedded QLCS mesovortices and a few confirmed QLCS tornadoes.",162
1172701,PULASKI CO.,FRANKS,05/07/2024,128,Tornado, ,EF0,0,0,10000,0,MO,CST-6, ,189892,C,169,SGF,0,0,NWS Storm Survey, ,8.28,150,5,SW,4,NNE,FRANKS,05/07/2024,136,37.91,-92.12,38.001,-92.021,"NWS survey found an intermittent EF-0 tornado with maximum winds of 80 mph. The tornado touched down 6 miles south of Dixon near the Gasconade River and tracked to the northeast, uprooting several trees and snapping large limbs along its intermittent path. The tornado then continued its path into far northwest Phelps County and later Maries County.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",163
1172702,PHELPS CO.,SUGARTREE,05/07/2024,136,Tornado, ,EF0,0,0,1000,0,MO,CST-6, ,189892,C,161,SGF,0,0,NWS Storm Survey, ,0.48,150,3,NW,3,NW,SUGARTREE,05/07/2024,137,38.005,-92.021,38.01,-92.015,"This is a continuation of an EF-0 tornado that touched down in Pulaski County and tracked through far northwest Phelps County. As the tornado continued its northeastward track, it caused intermittent tree limb damage along the 0.48 miles of the Phelps County portion of the track before moving into Maries County.","A shortwave trough and an associated cold front pushed through the Missouri Ozarks during the late evening of May 6, 2024 and into the early morning hours of May 7, 2024. Thunderstorms developed along the front west of the Ozarks, quickly growing upscale to a linear storm mode by the time they reached southwest Missouri. This line of thunderstorms pushed through the area, causing widespread wind damage, flash flooding, and several tornadoes.",164
